,username,urls,post_dates,display_picture_relative_url,captions,n_likes,n_comments,n_hashtags,n_characters,n_words,n_emojis,n_mentions,is_video
8708,justinpjtrudeau,https://www.instagram.com/p/BvuvIuHgLrj,1554158923,./imgs/BvuvIuHgLrj.png,"Welcome to Canada, @presidentruvi. Canada and Israel have long been steadfast allies and friends. This year, we’re marking 70 years of diplomatic relations, and I’m looking forward to continuing & strengthening the relationship between our two countries. In Ottawa today, we celebrated the strong friendships and people-to-people ties between Canadians and Israelis, and visited the National Holocaust Monument to remember and honour the more than six million Jews murdered during the Holocaust.
🇨🇦 🇮🇱 Bienvenue au Canada, @presidentruvi. Le Canada et Israël sont depuis longtemps des amis et des alliés fidèles. Cette année, nous célébrons 70 ans de relations diplomatiques, et je suis impatient de poursuivre et de renforcer les relations entre nos deux pays. Aujourd'hui à Ottawa, nous avons souligné les liens amicaux et interpersonnels solides entre les Canadiens et les Israéliens et avons visité le Monument national de l'Holocauste pour commémorer et honorer les plus de six millions de Juifs tués pendant l'Holocauste.",66563,3743,0,1027,155,0,1,False
8709,justinpjtrudeau,https://www.instagram.com/p/BvovH6gAfsr,1553957590,./imgs/BvovH6gAfsr.png,"Our government is committed to supporting Canadian seniors, who’ve contributed so much to our country. I had a busy day in Nova Scotia and New Brunswick this week, meeting with seniors and talking about how we’re investing to make their lives easier. One of the highlights of my day was meeting Marjorie, and spending some time with her on her 100th birthday! Seniors all across Canada have worked hard their entire lives, and now they deserve a secure retirement & quality of life. Click on the link in my bio to find out how #YourBudget2019 is helping.
🇨🇦
Le gouvernement est déterminé à venir en aide aux aînés canadiens, qui contribuent tant à notre pays. J’ai eu une journée occupée cette semaine en Nouvelle-Écosse et au Nouveau-Brunswick, où j’ai rencontré des aînés et parlé de la façon dont nous investissons pour leur faciliter la vie. L’un des points forts de ma journée : ma rencontre avec Marjorie et le temps passé en sa compagnie lors de son 100e anniversaire! Les aînés de partout au Canada ont travaillé fort toute leur vie et ils méritent maintenant un revenu sûr à la retraite et une bonne qualité de vie. Cliquez sur le lien dans ma bio pour voir comment #VotreBudget2019 leur vient en aide.",71614,1862,2,1211,212,0,0,False
8710,justinpjtrudeau,https://www.instagram.com/p/Bvhcg1Ml6qU,1553712951,./imgs/Bvhcg1Ml6qU.png,"Encouraging young Canadians to learn & open their minds is vital to the future of our country. The Maker Space at @pickeringlibrary is helping kids explore & experiment, whether it’s through CanCode, 3D printing, or coming up with their own new ideas.
🇨🇦
Encourager les jeunes Canadiens à apprendre et à être ouverts d'esprit, c'est essentiel à l'avenir de notre pays. L'espace Maker Space de la @pickeringlibrary amène les enfants à explorer, que ce soit par le programme CodeCan, l'impression 3D ou en lançant leurs propres idées.",41522,1271,0,532,87,0,1,False
8711,justinpjtrudeau,https://www.instagram.com/p/BvfNQrAgKQQ,1553637858,./imgs/BvfNQrAgKQQ.png,Learn new skills. Build your career. Take control of your future. Click on the link in my bio to find out how the new Canada Training Benefit will help. #YourBudget2019,12657,537,1,168,30,0,0,True
8712,justinpjtrudeau,https://www.instagram.com/p/BvfNIxNgx-K,1553637816,./imgs/BvfNIxNgx-K.png,Apprenez de nouvelles compétences. Bâtissez votre carrière. Prenez votre avenir en main. Cliquez sur le lien dans ma bio pour découvrir comment la nouvelle Allocation canadienne pour la formation va vous aider. #VotreBudget2019,5028,64,1,227,33,0,0,True
8713,justinpjtrudeau,https://www.instagram.com/p/Bve2GgogC3U,1553625704,./imgs/Bve2GgogC3U.png,"People at @mittcanada in Winnipeg are working hard to learn new skills so they can find & keep good jobs. The Canada Training Benefit will give Canadians the time & money you need to get training & take your career to the next level. #YourBudget2019
🇨🇦
L’Allocation canadienne pour la formation offre temps et argent aux Canadiens, comme les étudiants de @mittcanada à Winnipeg, pour suivre une formation qui leur permettra de trouver un bon emploi & de faire progresser leur carrière. #VotreBudget2019",23576,408,2,502,83,0,4,False
8714,justinpjtrudeau,https://www.instagram.com/p/BvcYCPwAKnA,1553542832,./imgs/BvcYCPwAKnA.png,"Owning a home is a big step – it’s where you raise a family and set down roots. And #YourBudget2019 will help make it more affordable for Canadians across the country, like Bree and Marcus from Maple Ridge, BC. Click on the link in my bio to find out how.
🏠
S’acheter une maison, c’est une grande étape – c’est là où on élève nos enfants et on s’établit. #VotreBudget2019 va rendre cette étape plus abordable pour des Canadiens de partout au pays, comme Bree et Marcus de Maple Ridge, en C.-B. Cliquez sur le lien dans ma bio pour découvrir comment.",33016,561,2,549,102,1,1,False
8715,justinpjtrudeau,https://www.instagram.com/p/Bvb3XiKguWA,1553525738,./imgs/Bvb3XiKguWA.png,"Buying your first home is a big – and expensive – step, and we want to help. Click on the link in my bio to find out more about the new First-Time Home Buyer Incentive.🏠",7943,380,0,169,35,1,0,True
8716,justinpjtrudeau,https://www.instagram.com/p/Bvb3S-Ig85I,1553525685,./imgs/Bvb3S-Ig85I.png,"L’achat de votre première maison est une grosse étape qui vous coûte cher, et nous voulons vous aider. Renseignez-vous sur le nouvel Incitatif à l’achat d’une première propriété. Cliquez sur le lien dans ma bio.🏠",4650,70,0,212,35,1,0,True
8717,justinpjtrudeau,https://www.instagram.com/p/BvZ0CwuA_OD,1553456853,./imgs/BvZ0CwuA_OD.png,"Zito Hellas! We had a great time in Papineau today for Montreal’s Greek Independence Day parade.
🇨🇦🇬🇷
Zito Hellas! On a eu beaucoup de plaisir dans Papineau aujourd'hui à l’occasion du défilé de la fête de l’Indépendance de la Grèce à Montréal.",53052,1040,0,244,42,0,3,False
8718,justinpjtrudeau,https://www.instagram.com/p/BvWfReCAJua,1553345300,./imgs/BvWfReCAJua.png,"Investing in Canadians is the smartest investment we can make. That’s why #YourBudget2019 gives Canadian workers – like those I met at LiUNA Local 607 yesterday – the time & money you need to learn new skills, boost your career, & grow our economy. Click on the link in my bio to learn more.
🇨🇦
Le meilleur investissement, c’est dans les Canadiens. #VotreBudget2019 offre aux travailleurs canadiens – comme ceux de la section locale 607 de l’UIJAN rencontrés hier – le nécessaire pour développer leurs compétences, leur carrière et l’économie. Cliquez sur le lien dans ma bio pour en savoir plus.",31235,721,2,596,101,0,0,False
8719,justinpjtrudeau,https://www.instagram.com/p/BvU3TIHgoZY,1553290787,./imgs/BvU3TIHgoZY.png,"We're investing in the people who build Canada, like the hardworking men & women of @carpenters27. With more apprenticeships, lower interest rates on student loans, & the new Canada Training Benefit, #YourBudget2019 gives you the time & support to continue your important work.
🇨🇦
On investit dans les gens qui bâtissent le Canada, comme les travailleurs de @carpenters27. #VotreBudget2019 vous offre temps et soutien: plus de stages d'apprentissage, taux d'intérêt plus bas sur les prêts étudiants, et la nouvelle Allocation canadienne pour la formation.",49244,667,2,555,84,0,2,False
8720,justinpjtrudeau,https://www.instagram.com/p/BvSSt_Lghsw,1553204500,./imgs/BvSSt_Lghsw.png,"Canadians rely on infrastructure projects like roads, bridges, & buses - like Mississauga's MiWay - to get to work, & back home. With #YourBudget2019, your communities will have more money to get those projects done & make your life easier. Click on the link in my bio to learn more.
🇨🇦
Les Canadiens comptent sur des projets d’infrastructure comme MiWay de Mississauga pour aller au travail et rentrer chez eux. Grâce à #VotreBudget2019, vos communautés auront plus d’argent pour réaliser ces projets et vous faciliter la vie. Cliquez sur le lien dans ma bio pour plus de détails.",44957,954,2,581,98,0,2,False
8721,justinpjtrudeau,https://www.instagram.com/p/BvP_Xmrg33Q,1553127246,./imgs/BvP_Xmrg33Q.png,"We know how hard it is to buy your first home. That’s why #YourBudget2019 makes it more affordable with the First-Time Home Buyer Incentive – so families here in Orléans, & all across Canada, can make their dreams of owning a home a reality. Click on the link in my bio to read more.
🇨🇦
Nous savons qu’il est difficile d’acheter une première maison. Grâce à l’Incitatif à l’achat d’une première propriété prévu dans #VotreBudget2019, les familles d’Orléans et de partout au Canada pourront faire de ce rêve une réalité. Cliquez sur le lien dans ma bio pour plus de détails.",82341,1464,2,573,101,0,0,False
8722,justinpjtrudeau,https://www.instagram.com/p/BvMu6jbgx7J,1553017956,./imgs/BvMu6jbgx7J.png,We can’t stay silent in the face of hatred and violence. Click on the link in my bio to read my full speech in the House of Commons.,71840,1916,0,132,28,0,0,False
8723,justinpjtrudeau,https://www.instagram.com/p/BvMu2C2Age8,1553017919,./imgs/BvMu2C2Age8.png,Nous ne pouvons pas fermer les yeux devant la haine et la violence. Cliquez sur le lien dans ma bio pour lire le discours que j’ai prononcé à la Chambre des communes.,13486,210,0,166,32,0,0,False
8724,justinpjtrudeau,https://www.instagram.com/p/BvK4hCPgnou,1552955897,./imgs/BvK4hCPgnou.png,"We must counter this hatred. And together, we will.",73143,2463,0,51,9,0,0,True
8725,justinpjtrudeau,https://www.instagram.com/p/BvK4VG8gRoa,1552955842,./imgs/BvK4VG8gRoa.png,"On doit combattre cette haine. Et ensemble, c’est ce que nous ferons.",13643,236,0,69,12,0,0,True
8726,justinpjtrudeau,https://www.instagram.com/p/BvIdSlOAfbB,1552874498,./imgs/BvIdSlOAfbB.png,"Islamophobia & hate have no place anywhere, and have a devastating impact. I visited the South Nepean Muslim Community Mosque tonight, to mourn for those killed in the New Zealand terrorist attack, and listen to young people about how we can keep building safe & inclusive communities.
🇨🇦
L'islamophobie et la haine sont inadmissibles & dévastatrices. Ce soir, à la mosquée de la communauté musulmane du sud de Nepean, nous avons déploré les décès survenus dans l'attentat terroriste en NZ & écouté les jeunes nous parler des moyens d'assurer la sécurité & l'inclusion.",96988,1922,0,569,93,0,2,False
8727,justinpjtrudeau,https://www.instagram.com/p/Bu8-fKIgOeg,1552489270,./imgs/Bu8-fKIgOeg.png,"Climate change is real. That’s why we’re making big polluters pay, and giving the money right back to Canadians. Claim your Climate Action Incentive when you file your taxes this year. Click on the link in my bio to learn more.",11490,881,0,227,41,0,0,True
8728,justinpjtrudeau,https://www.instagram.com/p/Bu8-L19gkZ3,1552489218,./imgs/Bu8-L19gkZ3.png,"Les changements climatiques existent vraiment. C'est pourquoi on fait payer les grands pollueurs et on redonne l'argent aux Canadiens. Cette année, au moment de faire votre déclaration de revenus, réclamez votre incitatif à agir pour le climat. Cliquez sur le lien dans ma bio pour les détails.",5756,106,0,294,47,0,0,True
8729,justinpjtrudeau,https://www.instagram.com/p/Bu7DDVEA_Q8,1552424534,./imgs/Bu7DDVEA_Q8.png,"Talking #YourBudget2019 with @billmorneau in Ottawa today. In one week, he’ll be sharing our government’s budget for 2019 – and the next steps in our plan to keep growing the economy, creating jobs, and helping families to strengthen the middle class.
🇨🇦
Je parle de #VotreBudget2019 avec @billmorneau à Ottawa aujourd'hui. Dans une semaine, il présentera le Budget 2019 & les prochaines étapes de notre plan pour continuer à faire croître l'économie, à créer des emplois et à aider les familles en vue de renforcer la classe moyenne.",34830,957,2,534,88,0,1,False
8730,justinpjtrudeau,https://www.instagram.com/p/BuztJJXgwkp,1552178205,./imgs/BuztJJXgwkp.png,"During the tuberculosis epidemics, the Canadian government mistreated Inuit, separated families, and took people from their homes. Yesterday, we apologized for the wrongs of our past, so we can look ahead to a better future. Click on the link in my bio to read my full statement of apology.",24760,1119,0,290,49,0,0,True
8731,justinpjtrudeau,https://www.instagram.com/p/Buzsxx6gY37,1552178050,./imgs/Buzsxx6gY37.png,"Pendant l’épidémie de tuberculose, le gouvernement canadien a maltraité les Inuits, séparé des familles et enlevé des gens de leur foyer. Hier, nous nous sommes excusés pour les torts de notre passé, afin que nous puissions envisager un avenir meilleur. Cliquez sur le lien dans ma bio pour lire la version intégrale des excuses.",11702,229,0,329,54,0,0,True
8732,justinpjtrudeau,https://www.instagram.com/p/Buy7_LagiGE,1552152395,./imgs/Buy7_LagiGE.png,"Thanks to @catholic_teachers for welcoming a fellow teacher in Ottawa this morning – keep inspiring and empowering young Canadians to learn, and build a better future for all of us.
🇨🇦
Merci à @catholic_teachers d'avoir accueilli un collègue enseignant à Ottawa ce matin. Continuez à inspirer et à autonomiser les jeunes Canadiens afin qu’ils puissent apprendre et bâtir un avenir meilleur pour nous tous. #OECTAAGM2019",42138,774,1,419,65,0,0,False
8733,justinpjtrudeau,https://www.instagram.com/p/BuwS9y3gFrg,1552063779,./imgs/BuwS9y3gFrg.png,"No apology can undo the trauma & suffering Canada inflicted on Inuit during the tuberculosis epidemics – families were separated, and people’s rights were ignored. Today, we recommit to creating a better future built on respect and partnership, and are launching the Nanilavut Initiative. In Inuktitut, Nanilavut means “let’s find them,” and that’s what this project is about – finding & honouring the Inuit who went missing, and bringing healing & closure to those left behind. Click on the link in my bio to read more.

Les excuses ne suffiront jamais à effacer le traumatisme et la souffrance que le Canada a infligés aux Inuits durant les épidémies de tuberculose. Des familles ont été séparées, et les droits des gens n’ont pas été respectés. Aujourd'hui, nous nous engageons de nouveau à bâtir un avenir meilleur, fondé sur le respect et le partenariat, et nous lançons l’initiative Nanilavut. En inuktitut, Nanilavut signifie « trouvons-les », et c’est là l’objectif de ce projet : trouver les Inuits disparus et honorer leur mémoire, et permettre à ceux qu’ils ont laissés derrière de guérir et de clore ce chapitre. Cliquez sur le lien dans ma bio pour en savoir plus.",48420,901,0,1177,196,0,0,False
8734,justinpjtrudeau,https://www.instagram.com/p/Buv8OXtg85g,1552051865,./imgs/Buv8OXtg85g.png,"Today and every day, let’s celebrate the women & girls around us, stand up for women’s rights, and keep pushing for gender equality. Click on the link in my bio to read my full statement on #InternationalWomensDay.",17391,658,1,214,37,0,0,True
8735,justinpjtrudeau,https://www.instagram.com/p/Buv8FpMAhwX,1552051834,./imgs/Buv8FpMAhwX.png,"Aujourd'hui et chaque jour, célébrons les femmes et les filles qui nous entourent, défendons les droits des femmes et continuons d’agir pour faire avancer l'égalité des sexes. Cliquez sur le lien dans ma bio pour lire ma déclaration sur la #JourneedesFemmes.",6364,84,1,258,41,0,0,True
8736,justinpjtrudeau,https://www.instagram.com/p/BuoitMMA7Ck,1551803596,./imgs/BuoitMMA7Ck.png,"When it comes to protecting our environment, there’s no time to waste. We’re taking action NOW to fight climate change by:
🏭 Putting a price on pollution
🚫 Phasing out coal
🌊 Reducing plastics in our oceans
🚈 Investing in cleaner transit
🏞️ Conserving green spaces",51702,2025,0,264,46,5,0,False
8737,justinpjtrudeau,https://www.instagram.com/p/Buoin4IgOKJ,1551803552,./imgs/Buoin4IgOKJ.png,"Lorsqu’il s’agit de protéger notre environnement, il n’y a pas de temps à perdre. Nous agissons MAINTENANT pour lutter contre les changements climatiques en travaillant à :
🏭 Mettre un prix sur la pollution
🚫 Éliminer le charbon
🌊 Réduire les plastiques dans nos océans
🚈 Investir dans des transports en commun plus propres
🏞️ Conserver nos espaces verts",12339,221,0,354,59,5,0,False
8738,justinpjtrudeau,https://www.instagram.com/p/Buj9mrdAk6H,1551649952,./imgs/Buj9mrdAk6H.png,"A proud history of space exploration. A bold new investment into the future. Canada’s plan to join the Lunar Gateway keeps us pushing for the final frontier. Click on the link in my bio to watch the full video.
🇨🇦
Une riche histoire d'exploration spatiale. Un nouvel investissement audacieux pour l'avenir. Le plan du Canada de participer à la construction du « Gateway » lunaire nous fait avancer vers l'ultime frontière. Cliquez sur le lien dans ma biographie pour regarder la vidéo.",18063,911,0,485,82,0,7,True
8739,justinpjtrudeau,https://www.instagram.com/p/BucnlLmgBUf,1551403498,./imgs/BucnlLmgBUf.png,"My little man turns 5 today… it’s always an adventure with him. Happy birthday, Hadrien!

Mon petit homme a 5 ans aujourd'hui… c’est toujours une aventure avec lui. Bonne fête, Hadrien!",86781,2312,0,185,31,0,0,False
8740,justinpjtrudeau,https://www.instagram.com/p/BucIa_dAxoc,1551387162,./imgs/BucIa_dAxoc.png,"Canada is going to the moon! 🚀🌔 The new Canadarm 3 will assemble & maintain the Lunar Gateway, and it will be made in Canada, by Canadians - keeping us at the forefront of innovation, & creating good, well-paying jobs. Click on the link in my bio to read about this stellar announcement.
🇨🇦
Le Canada met le cap sur la Lune! 🚀🌔 Conçu au Canada par des Canadiens, le nouveau Canadarm 3 va assembler et entretenir la station lunaire. On va donc rester à la fine pointe de l’innovation et créer de bons emplois. Cliquez sur le lien dans ma bio pour plus de détails sur cette annonce fantastique.",47336,1032,0,592,110,4,3,False
8741,justinpjtrudeau,https://www.instagram.com/p/BuRnRuhAKPO,1551034301,./imgs/BuRnRuhAKPO.png,"Less time stuck in traffic means a faster, safer commute & more time with your family. That’s why we’re investing in better roads and highways –  like the new Sackville-Bedford-Burnside Connector in Nova Scotia. #BuildingCanada 🇨🇦",18732,1304,1,230,36,0,3,True
8742,justinpjtrudeau,https://www.instagram.com/p/BuRnEuYAyfh,1551034220,./imgs/BuRnEuYAyfh.png,"Moins de temps dans la circulation signifie des déplacements plus efficaces et plus de temps auprès de votre famille. C’est pourquoi nous investissons pour améliorer les routes et les autoroutes, comme le nouveau raccordement Sackville-Bedford-Burnside en N.-É. #BâtirLeCanada 🇨🇦",10260,241,1,279,39,0,3,True
8743,justinpjtrudeau,https://www.instagram.com/p/BuOrATxgxKG,1550935531,./imgs/BuOrATxgxKG.png,"Canadian workers are the backbone of our economy & the builders of our country – we will always support you. Thanks to the members of @liuna183 for the warm welcome in Toronto this morning.
🇨🇦
Les travailleurs canadiens sont le cœur de notre économie et les bâtisseurs de notre pays – vous aurez toujours notre soutien. Merci aux membres du @liuna183 pour l’accueil chaleureux à Toronto ce matin.",57980,1083,0,396,68,0,0,False
8744,justinpjtrudeau,https://www.instagram.com/p/BuJi_Tag3ap,1550763557,./imgs/BuJi_Tag3ap.png,"In times of tragedy, Canadians are there for each other. Last night, Halifax mourned the 7 children killed in this week’s devastating fire.
🇨🇦
Dans les moments tragiques, les Canadiens sont là les uns pour les autres. Hier soir, Halifax a pleuré la perte des 7 enfants morts dans l’incendie dévastateur survenu cette semaine.",59225,1393,0,325,54,0,1,False
8745,justinpjtrudeau,https://www.instagram.com/p/BuHXsS0AhgI,1550690590,./imgs/BuHXsS0AhgI.png,"The new @HistoricaCanada #HeritageMinute tells the story of the Vancouver Asahi baseball players, who were interned in 1942. As we reflect on their legacy, I'm grateful to live in a Canada where we celebrate our differences & know they make us stronger.
🇨🇦
Repost • @historicacanada 
WATCH: A brand new #HeritageMinute tells the story of the Vancouver Asahi baseball team. Challenged both on and off the field, they won multiple titles over 27 years. In 1942 their run was cut short, when they were interned along with 22,000 other Japanese Canadians.
.
.
.
#VancouverAsahi #VancouverAsahiBaseball #NewHeritageMinute #VancouverBaseball #Baseball #APartOfOurHeritage #HeritageMinutes #CanadianHeritageMinute #CanadianStories #CanadianHeritageMinutes #CanadianHistory #CanadianHeritage #CanadianFilm #CanadianTV #Vancouver #BritishColumbia #JapaneseCanadians #MajorLeagueBaseball #HistoricaCanada #WWII #WorldWarTwo #SecondWorldWar #JapaneseCanadian",13481,414,25,947,117,0,0,True
8746,justinpjtrudeau,https://www.instagram.com/p/BuHXfQngarZ,1550690477,./imgs/BuHXfQngarZ.png,"Une nouvelle #MinuteDuPatrimoine de @HistoricaCanada raconte l'histoire des joueurs de baseball des Asahi, qui ont été internés en 1942. Réfléchissons à cet héritage. Je suis reconnaissant que le Canada célèbre les différences qui le rendent plus fort.
🇨🇦
Repost • @historicacanada
REGARDEZ : Une toute nouvelle #Minutedupatrimoine raconte l’histoire de l’équipe de baseball l’Asahi de Vancouver. Ses joueurs ont remporté plusieurs titres sur une période de 27 ans. En 1942, les joueurs ont été internés avec 22 000 autres Canadiens d’origine japonaise.
.
.
.
#MinutesDuPatrimoine #AsahiDeVancouver #Baseball #Vancouver #ColombieBritannique #HistoricaCanada #HistoireCanadienne #UnePartieDeNotreHistoire #Internement #SecondeGuerreMondiale #DeuxièmeGuerreMondiale",8163,133,13,763,96,0,0,True
8747,justinpjtrudeau,https://www.instagram.com/p/BuBxEj8AQVd,1550502504,./imgs/BuBxEj8AQVd.png,"I used to spend time in the woods here with my father and brothers more than 30 years ago… and this weekend I renewed the tradition with Hadrien & Sophie. Happy Family Day!
🇨🇦
Je venais dans cette forêt avec mon père et mes frères il y a plus de 30 ans de cela... et en fin de semaine j'ai renoué avec cette tradition en compagnie d'Hadrien et de Sophie. Profitez bien du jour de la Famille!",176459,3091,0,391,77,0,0,False
8748,justinpjtrudeau,https://www.instagram.com/p/Bt4XCkGgO-R,1550186891,./imgs/Bt4XCkGgO-R.png,"Thousands of infrastructure projects are on the go across the country, like the three I visited this week in Vancouver, Winnipeg, and Sudbury. Wherever you live, from coast to coast to coast, we’re investing in cleaner, safer communities for you and your family. #BuildingCanada
🇨🇦
Des milliers de projets d’infrastructure sont menés à l’échelle du pays – j’en ai visité trois cette semaine à Vancouver, à Winnipeg et à Sudbury. D’un bout à l’autre du pays, nous bâtissons des communautés plus propres et plus sûres pour vous et votre famille. #BâtirLeCanada",15097,668,2,558,91,0,0,True
8749,justinpjtrudeau,https://www.instagram.com/p/Bt1ibR4A4zR,1550092173,./imgs/Bt1ibR4A4zR.png,"Future leader. Sudbury, ON.
🇨🇦
Futur leader. Sudbury (ON).",48656,790,0,58,9,0,0,False
8750,justinpjtrudeau,https://www.instagram.com/p/Bt1FwAxAzKR,1550077139,./imgs/Bt1FwAxAzKR.png,"Our plan is working, but there’s always more work to do. Since 2015, we’ve been investing in Canada and in Canadians – to grow our economy, help your businesses thrive, and create good, middle class jobs.
🇨🇦
Notre plan fonctionne, mais il reste toujours du travail à faire. Depuis 2015, nous avons investi dans le Canada et les Canadiens – pour faire croître notre économie, aider nos entreprises à prospérer et créer de bons emplois pour la classe moyenne.",15297,546,0,457,79,0,0,False
8751,justinpjtrudeau,https://www.instagram.com/p/Btv_gqkgtL1,1549906095,./imgs/Btv_gqkgtL1.png,"We welcomed the year of the Pig in Vancouver last night. Happy #ChineseNewYear to everyone celebrating!

Nous avons accueilli l’année du cochon à Vancouver hier soir. Heureux #NouvelAnChinois à tous ceux qui célèbrent!",62991,1132,2,218,33,0,2,False
8752,justinpjtrudeau,https://www.instagram.com/p/Bto0TA_AmqZ,1549665335,./imgs/Bto0TA_AmqZ.png,"Great news: Canadians created 67,000 net new jobs last month. And we’re going to keep working hard to create even more jobs & grow our economy. Click on the link in my bio to read more.
🇨🇦
Excellente nouvelle : Les Canadiens ont créé 67 000 emplois nets le mois dernier. Et nous allons continuer de travailler fort pour créer encore plus d’emplois et faire croître notre économie. Cliquez sur le lien dans ma bio pour en savoir plus.",52601,1245,0,433,79,0,0,False
8753,justinpjtrudeau,https://www.instagram.com/p/Btl8U52ABK-,1549568881,./imgs/Btl8U52ABK-.png,"We need to make sure public transit is faster, more reliable and gets you where you need to go. That’s why we’re investing in roads, bridges, and projects like GO Transit – to create jobs, grow our economy & get you home to your family sooner. Click on the link in my bio to read more.
🇨🇦
Il faut un réseau de transport en commun plus rapide, fiable, adapté à vos besoins. Alors, on investit dans des routes et des projets comme GO Transit – cela favorise l'emploi, la croissance économique et vous aide à revenir plus tôt chez vous. Cliquez sur le lien dans ma bio pour en savoir plus.",52042,987,0,586,111,0,2,False
8754,justinpjtrudeau,https://www.instagram.com/p/BtjYvd2Ahp4,1549483116,./imgs/BtjYvd2Ahp4.png,"Investing in infrastructure isn’t just about building roads, bridges, and transit – it’s about making your life easier, and making your community an even better place to call home. #BuildingCanada",42418,1817,1,196,30,0,0,False
8755,justinpjtrudeau,https://www.instagram.com/p/BtjYs1Jg-E4,1549483094,./imgs/BtjYs1Jg-E4.png,"Investir dans les infrastructures, ça ne sert pas juste à construire des routes, des ponts et des réseaux de transport en commun, mais surtout à vous simplifier la vie et à faire de votre communauté un meilleur endroit où vivre. #BâtirLeCanada",9051,122,1,243,41,0,0,False
8756,justinpjtrudeau,https://www.instagram.com/p/BthfnUxA3kb,1549419610,./imgs/BthfnUxA3kb.png,"I blinked and now my smart, curious, adventurous girl is already 10 years old. Happy Birthday, Ella-Grace.

Le temps passe si vite… Ma fille allumée, curieuse et aventurière a déjà 10 ans. Bonne fête, Ella-Grace.",92102,1420,0,212,35,0,0,False
8757,justinpjtrudeau,https://www.instagram.com/p/Btg5IUHg7kH,1549399433,./imgs/Btg5IUHg7kH.png,"As leaders, advocates, entrepreneurs, artists, members of our armed forces, & everything in between, Black Canadians have helped shape our country's history & continue to shape our future. What an outstanding #BlackHistoryMonth celebration in Ottawa last night.
🇨🇦
En tant que dirigeants, défenseurs, entrepreneurs, artistes, membres de nos forces armées et bien plus, les Canadiens noirs ont contribué à façonner notre histoire et continuent de façonner notre avenir. Quelle belle célébration du #MoisDeLHistoireDesNoirs à Ottawa hier soir.",33391,533,2,541,77,0,3,False
8758,justinpjtrudeau,https://www.instagram.com/p/Btd6wcOg9ri,1549299652,./imgs/Btd6wcOg9ri.png,"Faster commutes. Stronger communities. A cleaner environment. Three years in, our plan to build Canada is creating good jobs and making a real impact across the country - and there’s a lot more to come.",53156,1876,0,202,35,0,0,True
8759,justinpjtrudeau,https://www.instagram.com/p/Btd6WVQAFRo,1549299603,./imgs/Btd6WVQAFRo.png,"Des déplacements plus rapides. Des communautés plus fortes. Un environnement plus propre. Après trois ans, notre plan pour bâtir le Canada contribue à créer de bons emplois et à obtenir des résultats concrets à l’échelle du pays. Et ce n’est qu’un début.",18074,332,0,254,42,0,0,True
8760,justinpjtrudeau,https://www.instagram.com/p/BtYmKrlgGqF,1549121056,./imgs/BtYmKrlgGqF.png,"The Maison des Sourds in Papineau offers housing, meals, and services to the deaf community in Montreal. Thanks for the important work you do & for welcoming me yesterday - and even teaching me a bit of sign language!
🇨🇦
La Maison des Sourds à Papineau offre logements, repas et services à la communauté sourde de Montréal. Je vous remercie du travail important que vous faites, de votre accueil hier – et même de m’avoir enseigné un peu de langage gestuel!",63593,978,0,457,81,0,0,False
8761,justinpjtrudeau,https://www.instagram.com/p/BtXKOvrgDku,1549072854,./imgs/BtXKOvrgDku.png,"Busy day back in my riding of Papineau! First stop: lunch meeting with the interns at our constituency office - thanks for your hard work & bright ideas.
🇨🇦
Journée chargée dans ma circonscription de Papineau! Premier arrêt : dîner de travail avec des stagiaires de notre bureau de circonscription. Merci pour votre travail acharné et vos brillantes idées.",28795,391,0,356,59,0,0,False
8762,justinpjtrudeau,https://www.instagram.com/p/BtUOTwcAHHS,1548974329,./imgs/BtUOTwcAHHS.png,"Thank you @hootsuite for letting me drop in to your conference today – or at least hover over it. A great Canadian success story creating good jobs in the tech sector, and helping us all stay connected. 🇨🇦
Merci, @hootsuite, de m’avoir réservé une place sur scène – ou au-dessus de celle-ci – lors de votre conférence ce matin. Votre êtes un bel exemple d’une grande réussite canadienne. Vous créez des emplois dans le secteur de la technologie et nous aidez tous à rester connectés.",12884,246,0,483,85,0,0,False
8763,justinpjtrudeau,https://www.instagram.com/p/BtQ06HdggCp,1548860349,./imgs/BtQ06HdggCp.png,"Every #BellLetsTalk Day, Canadians come together to speak out, break down stigma and talk openly about our mental health. We’ve come so far, but there’s still a long way to go. Every year, this is a hugely important day to help break down stigma, and realize we’re not alone. Speak out, be there for someone who just needs to talk, or share your experiences in the comments below ⬇️
🇨🇦
Tous les ans, à l’occasion de la Journée #BellCause, les Canadiens se réunissent pour parler ouvertement de la santé mentale et éliminer la stigmatisation. Nous avons fait beaucoup de chemin, mais il en reste encore beaucoup à faire. Chaque année, cette journée importante contribue à éliminer la stigmatisation et aide les gens à comprendre qu’ils ne sont pas seuls. Faites-vous entendre, écoutez ceux qui ont simplement besoin de parler ou partagez vos expériences dans la boîte de commentaires ci-dessous ⬇️",25871,637,2,896,150,2,0,False
8764,justinpjtrudeau,https://www.instagram.com/p/BtM3pemgR3A,1548727568,./imgs/BtM3pemgR3A.png,"The start of a new parliamentary session – in a new House of Commons. We’re ready to continue working hard to keep our economy strong and create more jobs for Canadians.
🇨🇦
Le début d’une nouvelle session parlementaire – dans une nouvelle Chambre des communes. Nous sommes prêts à poursuivre nos efforts en vue de maintenir la force de notre économie et de créer plus d’emplois pour les Canadiens.",55340,1098,0,397,69,0,0,False
